userid,country_code,orders,revenue,tenure,unique_product,client_status
299191,IN,1,72,1,1,Inactive
299233,IN,3,1860,128,3,Inactive
299282,CA,1,177.84,1,1,Inactive
299289,DE,1,84,56,1,Inactive
299303,US,1,72,8,1,Inactive
299310,JP,1,392.52,54,1,Inactive
299338,IT,1,72,173,1,Inactive
299345,IT,1,84,0,1,Inactive
299366,US,1,72,0,1,Inactive
299387,CA,1,72,25,1,Inactive
299408,CN,3,257.4,384,3,Inactive
29943,ES,1,473.76,1068,1,Inactive
299506,US,1,90,59,1,Inactive
299520,NL,1,84,51,1,Inactive
299541,US,1,72,28,1,Inactive
299548,BR,2,330,230,2,Inactive
299590,KR,1,72,37,1,Inactive
299604,CA,1,78,12,1,Inactive
299625,CA,1,30,108,1,Inactive
299639,US,1,72,0,1,Inactive
299667,AF,1,2571.84,18,1,Inactive
299681,RU,1,36,251,1,Inactive
299688,DE,1,84,9,1,Inactive
299695,DE,1,168,30,1,Inactive
299737,US,1,1140,16,1,Inactive
299744,US,1,132,124,1,Inactive
299751,BR,1,84,2,1,Inactive
299779,CA,2,102,0,2,Inactive
299835,CN,2,187.2,308,2,Active
299912,CN,1,30,0,1,Inactive
299919,ES,1,1368,89,1,Inactive
29992,DE,1,2880,946,1,Active
299926,US,1,132,0,1,Inactive
299940,PL,1,48,151,1,Active
299961,US,1,72,30,1,Inactive
299989,US,1,340,84,1,Inactive
299996,PH,1,72,5,1,Inactive
300045,CN,1,224.4,157,1,Active
300080,US,1,72,2,1,Inactive
300101,IT,1,84,0,1,Inactive
300108,VN,1,182.4,222,1,Active
300136,ID,1,78,4,1,Inactive
300150,DE,1,1048.8,28,1,Inactive
300199,HR,1,132,0,1,Inactive
300227,GB,1,336,219,1,Active
300241,CN,2,102,64,2,Inactive
300311,MX,1,78,25,1,Inactive
300325,VN,1,10000,104,1,Inactive
300339,VN,3,2664,669,3,Inactive
300381,MK,1,132,29,1,Inactive
300388,BR,2,192,209,1,Inactive
300409,BR,1,84,122,1,Inactive
300416,US,1,1140,23,1,Inactive
300430,US,1,171,24,1,Inactive
300451,BR,1,36,4,1,Inactive
300465,IN,1,552,5,1,Inactive
300493,GB,1,120,30,1,Inactive
300500,PL,1,72,25,1,Inactive
300528,US,1,330.6,22,1,Inactive
300542,BR,1,132,0,1,Inactive
300549,AU,1,72,26,1,Inactive
30062,BR,1,696,908,1,Inactive
300647,US,1,72,26,1,Inactive
300654,US,1,72,0,1,Inactive
300675,FR,1,30,114,1,Active
300689,US,2,102,0,2,Inactive
300710,US,3,1945.68,385,3,Inactive
300717,RO,1,136.8,28,1,Inactive
300759,FR,1,156,1,1,Inactive
300766,VN,1,72,31,1,Inactive
300773,VN,1,518.4,145,1,Inactive
300780,NL,1,84,45,1,Inactive
300794,US,1,72,0,1,Inactive
300801,BD,1,136.8,293,1,Active
300829,US,1,72,92,1,Inactive
300850,DE,1,36,0,1,Inactive
300857,US,1,556.8,170,1,Inactive
300885,BR,2,348,36,2,Inactive
300892,IN,1,396.72,13,1,Inactive
300913,ZA,1,30,71,1,Inactive
300941,IT,1,72,272,1,Inactive
300948,DE,1,3420,6,1,Inactive
300955,IT,1,84,33,1,Inactive
301011,SE,1,182.4,8,1,Active
301025,ID,1,1140,121,1,Inactive
301039,US,3,407.4,342,3,Inactive
301060,KR,1,72,27,1,Inactive
301074,US,1,72,2,1,Inactive
301095,AF,1,30,32,1,Inactive
301116,FR,2,2208,203,2,Inactive
301137,JP,1,102,0,1,Inactive
301151,JP,1,549.6,189,1,Inactive
301165,VN,2,642,256,2,Active
301179,AF,1,417.6,31,1,Inactive
30118,CA,1,144,884,1,Inactive
301186,PK,1,72,0,1,Inactive
301207,DO,5,8549.04,764,5,Inactive
301214,US,1,72,0,1,Inactive
301235,US,1,480,24,1,Inactive
301263,VN,1,192,58,1,Inactive
301326,BR,1,524.4,87,1,Inactive
301333,US,1,72,273,1,Inactive
301361,SG,2,276,249,2,Inactive
301368,DE,1,115.2,85,1,Inactive
301375,US,1,72,0,1,Inactive
301396,CA,1,78,2,1,Inactive
301403,US,2,204,93,2,Active
301466,ES,1,156,0,1,Inactive
301473,IN,2,204,141,2,Inactive
301487,US,1,205.2,120,1,Inactive
301543,US,1,90,0,1,Inactive
301550,US,1,72,38,1,Active
301606,AU,2,288,62,2,Inactive
301641,US,1,72,2,1,Inactive
301648,CA,1,78,3,1,Inactive
301676,BE,1,1482,49,1,Active
301690,GB,1,96,32,1,Inactive
301697,IT,1,96,0,1,Inactive
301732,IE,1,661.2,117,1,Inactive
301753,NL,1,96,32,1,Inactive
301802,US,1,96,105,1,Inactive
301830,US,1,96,93,1,Inactive
301851,US,1,72,56,1,Inactive
301858,US,2,102,4,2,Inactive
301928,US,1,600,21,1,Inactive
301984,US,1,72,21,1,Inactive
302012,JP,1,67.68,242,1,Inactive
302019,LT,1,72,2,1,Inactive
302054,NL,3,192,241,3,Inactive
302096,US,1,72,56,1,Inactive
302110,NL,1,156,2,1,Inactive
302117,US,1,72,26,1,Inactive
302166,US,1,72,15,1,Inactive
302173,US,1,132,61,1,Inactive
302194,DE,1,84,31,1,Inactive
302201,UA,1,2880,26,1,Inactive
302229,JP,1,72,162,1,Inactive
302341,US,1,96,90,1,Inactive
302376,AF,1,102,0,1,Inactive
302411,GB,3,1344,549,3,Inactive
302453,SG,1,132,7,1,Inactive
302460,BR,1,36,112,1,Inactive
302530,US,1,30,166,1,Inactive
302537,US,1,72,26,1,Inactive
302572,US,1,348,29,1,Inactive
302614,US,1,144,1,1,Inactive
302628,AU,1,198,23,1,Inactive
302656,CN,2,166.2,280,2,Active
302670,TH,1,96,24,1,Inactive
302691,PH,1,72,94,1,Active
302726,CA,1,124.8,274,1,Inactive
302747,JP,1,57.6,240,1,Inactive
302754,IN,2,144,3,2,Inactive
302761,PL,1,72,3,1,Inactive
302782,DE,1,84,0,1,Inactive
302796,DK,1,132,219,1,Active
302803,US,1,72,56,1,Inactive
302810,US,2,374.4,299,2,Inactive
302817,CN,1,72,2,1,Inactive
302831,RU,2,687.6,36,2,Inactive
302852,IN,1,30,94,1,Active
302887,GB,1,168,119,1,Inactive
302901,DE,1,156,85,1,Inactive
302922,PL,2,102,64,2,Inactive
302936,MX,1,30,0,1,Inactive
302950,US,1,72,25,1,Inactive
302957,OM,1,696,59,1,Inactive
302985,US,1,61.2,234,1,Active
303006,US,1,216,108,1,Inactive
303020,PL,1,96,24,1,Inactive
303055,VN,2,276,17,2,Active
303076,DE,1,96,24,1,Inactive
303104,US,2,102,6,2,Inactive
303111,BR,2,288,0,2,Inactive
303153,US,1,72,0,1,Inactive
303167,CA,1,78,1,1,Inactive
303174,BR,1,312,102,1,Inactive
303216,BR,1,156,95,1,Inactive
303230,JP,2,95.88,298,2,Inactive
303258,NL,2,682.8,12,2,Inactive
303265,JP,2,132,299,2,Inactive
303321,BR,1,84,0,1,Inactive
303328,SA,1,72,4,1,Inactive
303412,GB,1,1800,19,1,Inactive
303419,US,1,132,0,1,Inactive
303440,AL,1,72,82,1,Inactive
303454,US,1,96,32,1,Inactive
303475,DE,1,84,1,1,Inactive
303482,CA,2,340.92,352,2,Inactive
303496,CN,2,186,22,2,Active
303524,ID,1,30,4,1,Inactive
303531,GB,1,72,56,1,Inactive
303538,BR,2,240,350,2,Active
303552,HK,1,30,11,1,Inactive
303615,US,1,720,16,1,Inactive
303664,NL,1,84,5,1,Inactive
303671,BR,2,208.8,238,2,Active
303685,US,1,132,103,1,Inactive
303769,CN,1,72,2,1,Inactive
303776,US,2,168,63,2,Inactive
303804,IN,1,72,0,1,Inactive
303825,US,1,360,71,1,Inactive
303839,NL,1,72,2,1,Inactive
303860,BE,1,72,1,1,Inactive
303867,US,1,90,54,1,Inactive
303874,US,1,72,1,1,Inactive
303923,US,1,72,0,1,Inactive
303944,GB,2,360,396,2,Inactive
303951,UA,1,172.8,24,1,Inactive
303986,CA,1,78,1,1,Inactive
304007,US,1,288,26,1,Inactive
304014,US,1,72,0,1,Inactive
304035,LT,1,129.6,10,1,Inactive
304042,VN,1,30,27,1,Inactive
304049,CN,1,72,2,1,Inactive
304070,RO,1,120,1,1,Inactive
304084,GB,1,115.2,24,1,Inactive
304203,GB,1,72,2,1,Inactive
304210,PL,1,84,26,1,Inactive
304238,DE,4,7548,531,4,Active
304259,US,1,132,241,1,Active
304273,MX,1,626.4,195,1,Inactive
304301,VN,1,378,32,1,Inactive
304329,US,1,348,29,1,Inactive
304357,ID,1,68.4,196,1,Inactive
304364,ES,1,417.6,213,1,Inactive
304378,US,1,72,0,1,Inactive
304385,DE,1,84,0,1,Inactive
304392,US,1,96,13,1,Inactive
304427,CA,1,288,211,1,Inactive
304434,NP,1,192,29,1,Inactive
304441,IT,1,84,1,1,Inactive
304448,EG,1,132,0,1,Inactive
304469,VN,2,132,242,2,Inactive
304476,EG,5,594.72,970,4,Active
304497,AU,1,156,2,1,Inactive
304518,US,1,72,92,1,Inactive
304553,HR,1,96,29,1,Inactive
304560,AU,1,198,0,1,Inactive
304616,US,1,72,31,1,Inactive
304658,JP,1,102,0,1,Inactive
304665,CA,2,324,376,2,Active
304742,NL,1,72,35,1,Inactive
304763,US,1,30,256,1,Active
304882,KR,1,191.52,7,1,Inactive
304896,US,1,72,18,1,Inactive
304903,US,1,72,33,1,Inactive
304910,CA,1,30,1,1,Inactive
304938,AU,1,84,0,1,Inactive
304945,MY,1,72,29,1,Inactive
304952,IN,2,288,448,2,Inactive
304959,US,1,30,6,1,Inactive
304966,JP,1,135.36,27,1,Inactive
304980,FR,3,360,0,3,Inactive
305015,BR,1,84,2,1,Inactive
305043,BR,1,36,170,1,Active
305071,US,1,180,24,1,Inactive
305078,GB,1,156,8,1,Active
305106,US,1,348,24,1,Inactive
305134,IL,2,180,92,2,Inactive
305141,DE,1,84,177,1,Inactive
305155,RU,1,348,8,1,Inactive
305162,IN,2,288,0,2,Inactive
305176,JP,1,2443.2,121,1,Inactive
305183,US,1,96,90,1,Inactive
305211,US,1,72,61,1,Inactive
305218,VN,2,264,0,2,Inactive
305295,BR,1,84,136,1,Inactive
305337,CA,1,78,2,1,Inactive
305379,US,1,171,31,1,Inactive
305414,RS,1,30,0,1,Inactive
305428,US,2,204,12,2,Active
305442,VN,2,204,2,2,Inactive
305456,FR,1,240,29,1,Inactive
305498,US,3,608.4,201,3,Inactive
305505,IT,1,84,0,1,Inactive
305533,JP,1,60,118,1,Inactive
305631,BR,1,84,0,1,Active
305680,IT,1,72,143,1,Active
305694,BR,3,2268,474,3,Inactive
305701,US,1,96,9,1,Inactive
305708,VN,3,518.8,316,3,Active
305722,US,1,68.4,0,1,Inactive
305736,US,1,2520,90,1,Inactive
305743,US,1,132,26,1,Inactive
305806,US,1,132,2,1,Inactive
305855,DE,2,701.16,48,2,Inactive
305939,BR,1,84,28,1,Inactive
305946,US,1,72,2,1,Inactive
305967,US,1,72,16,1,Inactive
305974,IT,2,113.04,362,2,Inactive
306065,FR,1,72,1,1,Inactive
306072,US,1,192,10,1,Inactive
306093,MA,2,132,62,2,Inactive
306128,VN,1,192,0,1,Inactive
306149,GB,1,132,6,1,Inactive
306261,LK,2,162.6,80,2,Inactive
306317,US,1,61.2,176,1,Inactive
306331,GB,1,72,2,1,Inactive
306338,US,1,132,0,1,Inactive
306345,US,1,96,24,1,Inactive
306373,VN,1,192,0,1,Active
306394,BR,1,100.8,221,1,Inactive
306408,BR,1,84,51,1,Inactive
306429,DE,1,156,0,1,Inactive
306436,GB,2,192,0,2,Inactive
306457,VN,1,72,122,1,Inactive
306520,FI,1,84,0,1,Inactive
306527,CA,1,96,23,1,Inactive
306548,BR,1,36,34,1,Inactive
306569,US,1,96,27,1,Inactive
306618,CN,1,30,0,1,Inactive
306709,US,1,72,27,1,Inactive
306807,US,1,132,185,1,Inactive
306814,US,1,144,58,1,Inactive
306842,IN,1,72,215,1,Active
306891,US,1,72,6,1,Inactive
306905,CN,1,96,113,1,Inactive
306912,DE,1,1065.6,27,1,Inactive
306947,RU,1,1440,64,1,Active
306954,DE,1,288,91,1,Inactive
306982,US,1,72,21,1,Inactive
307010,VN,1,132,91,1,Inactive
307017,US,2,168,2,2,Inactive
307024,DE,1,2394,59,1,Inactive
307038,JP,1,57.6,13,1,Inactive
307066,LT,1,72,2,1,Inactive
307073,US,1,72,1,1,Inactive
307108,PH,1,252,24,1,Inactive
307136,FR,1,95.76,23,1,Inactive
307157,US,1,96,23,1,Inactive
307171,US,1,30,0,1,Inactive
307213,VN,1,115.2,31,1,Inactive
307227,CA,1,78,116,1,Inactive
307234,US,1,90,30,1,Active
307241,US,1,119.64,23,1,Inactive
307255,TH,1,60,2,1,Inactive
307283,DE,1,36,65,1,Inactive
307297,US,1,552,23,1,Inactive
307325,BR,1,84,91,1,Inactive
307332,US,1,144,48,1,Inactive
307346,AU,1,96,145,1,Inactive
307374,CZ,1,72,98,1,Inactive
307430,SE,2,192,22,2,Inactive
307437,US,1,144,80,1,Active
307486,IN,2,144,2,2,Inactive
307514,BA,1,30,0,1,Inactive
307535,US,1,273.6,180,1,Inactive
307549,GB,2,252,184,2,Inactive
307577,IT,1,144,87,1,Inactive
307598,US,2,115.44,95,2,Inactive
307612,US,1,96,59,1,Inactive
307626,BR,1,84,143,1,Inactive
307654,CN,1,96,13,1,Active
307682,US,1,72,92,1,Inactive
307766,IT,2,156,50,2,Inactive
307801,IN,1,348,92,1,Inactive
307808,BH,1,72,1,1,Inactive
307843,PF,1,132,0,1,Inactive
307948,US,2,162,31,2,Inactive
307983,BR,1,84,42,1,Inactive
308018,US,1,495.6,29,1,Active
308025,BR,2,156,0,2,Inactive
308046,US,1,78,51,1,Inactive
308088,US,1,974.4,133,1,Inactive
308102,BR,1,296.4,149,1,Inactive
308179,GB,2,213.6,452,2,Active
308200,CN,1,129.6,75,1,Inactive
308228,PH,2,234,166,2,Inactive
308242,GB,1,60,30,1,Inactive
308277,US,1,96,30,1,Inactive
308284,GB,1,72,2,1,Inactive
308291,IN,4,396,509,4,Inactive
308298,KH,2,102,122,2,Inactive
308333,JP,1,56.4,15,1,Inactive
308347,US,1,948,96,1,Active
308417,PL,2,1200,234,2,Inactive
308445,US,1,132,158,1,Inactive
308452,MY,1,144,59,1,Inactive
308487,VN,1,234,31,1,Active
308529,AL,1,84,31,1,Inactive
308550,US,1,72,3,1,Inactive
308557,US,1,96,8,1,Inactive
308606,US,1,72,1,1,Inactive
308613,CY,1,252,176,1,Inactive
308627,ID,1,120,2,1,Inactive
308634,CA,2,274.8,228,2,Inactive
308662,IE,1,132,179,1,Inactive
308669,US,1,72,32,1,Inactive
308676,JP,1,285.6,52,1,Inactive
308732,JP,1,270.72,240,1,Inactive
308760,MY,1,72,95,1,Inactive
308816,MY,1,144,180,1,Inactive
308886,US,1,360,11,1,Inactive
308949,US,1,72,2,1,Inactive
309068,JP,1,108.24,202,1,Inactive
309145,US,1,72,246,1,Active
309250,FR,2,66,0,2,Inactive
309271,CA,1,78,5,1,Inactive
309278,US,1,72,0,1,Inactive
309313,US,1,132,1,1,Inactive
309334,GB,1,5198.4,85,1,Active
309362,DE,1,132,0,1,Inactive
309411,CN,1,102,1,1,Inactive
309425,CA,2,135.6,127,2,Inactive
309439,CN,1,57.6,21,1,Inactive
309467,IT,1,28.6,241,1,Active
309474,CL,1,30,25,1,Inactive
309488,JP,1,30,184,1,Inactive
309502,CN,2,168,50,2,Inactive
309516,VN,1,192,0,1,Inactive
309530,US,1,72,0,1,Inactive
309572,US,1,114,152,1,Inactive
309628,ES,1,150.48,43,1,Inactive
309635,PL,2,172.8,106,2,Inactive
309642,GB,1,120,3,1,Inactive
309705,UA,1,780,224,1,Inactive
309719,US,1,72,118,1,Active
309754,VN,1,72,140,1,Inactive
309761,US,3,234,0,3,Inactive
309768,VN,1,30,25,1,Inactive
309782,AU,2,894,327,2,Inactive
309789,GB,3,732,489,3,Inactive
309817,GR,2,168,0,2,Inactive
309838,CA,1,78,3,1,Inactive
309859,GB,1,120,215,1,Inactive
309908,US,1,68.4,85,1,Inactive
309915,US,1,72,1,1,Inactive
309936,IN,2,156,51,2,Inactive
309943,TH,1,288,30,1,Inactive
309957,US,1,360,23,1,Inactive
309978,VN,3,398.4,431,3,Active
309999,FR,1,156,21,1,Inactive
310020,CA,2,138,480,2,Inactive
310027,MA,1,72,196,1,Inactive
310034,US,1,72,19,1,Inactive
310069,MA,1,72,30,1,Inactive
310118,CO,1,72,1,1,Inactive
310125,AF,1,1285.92,195,1,Inactive
310139,CA,2,210,4,2,Inactive
310153,US,2,456,2,2,Inactive
310174,VN,3,732,428,3,Active
310181,US,5,2343.48,769,4,Active
310209,US,1,72,25,1,Inactive
310230,GB,1,36,0,1,Inactive
310335,US,1,72,0,1,Inactive
310363,JP,2,182.76,114,2,Active
310370,GB,1,114,85,1,Inactive
310398,US,1,125.4,85,1,Inactive
310447,ES,1,84,0,1,Inactive
310489,VN,1,72,1,1,Inactive
310496,US,1,72,0,1,Inactive
310503,AU,1,198,211,1,Inactive
310510,US,1,72,56,1,Inactive
310538,AU,1,216,85,1,Inactive
310615,IN,3,2718,441,3,Inactive
310622,GB,1,240,24,1,Inactive
310643,CN,1,96,1,1,Inactive
310650,US,1,96,0,1,Inactive
310657,ID,1,132,0,1,Inactive
310713,MY,1,96,90,1,Inactive
310734,GB,1,120,25,1,Inactive
310755,DE,2,366,29,2,Inactive
310790,RU,2,480,122,2,Inactive
310804,CO,1,72,0,1,Active
310818,CA,1,708,23,1,Inactive
310825,AU,1,198,5,1,Inactive
310867,IT,1,136.8,85,1,Inactive
310881,US,2,216,164,1,Inactive
310902,BR,1,156,196,1,Inactive
310909,US,1,72,6,1,Inactive
310930,US,1,72,32,1,Inactive
311000,UY,1,72,0,1,Inactive
311014,JP,2,576,302,2,Inactive
311042,IL,1,72,32,1,Inactive
311049,JP,1,30,1,1,Active
311084,CA,2,150,1,2,Inactive
311147,MY,1,72,26,1,Inactive
311154,AU,1,198,2,1,Inactive
311203,AU,1,45.6,0,1,Inactive
311210,NL,1,84,71,1,Inactive
311245,PL,1,60,28,1,Inactive
311259,RU,1,132,32,1,Inactive
311280,DE,1,132,1,1,Inactive
311322,US,1,132,0,1,Inactive
311336,US,1,172.8,21,1,Inactive
311343,US,1,72,61,1,Inactive
311364,IT,1,72,1,1,Inactive
311399,US,1,246.24,95,1,Inactive
311406,CN,1,102,0,1,Inactive
311420,US,1,132,173,1,Inactive
311427,RU,1,72,0,1,Inactive
311455,US,1,72,5,1,Inactive
311476,LK,2,168,310,2,Inactive
311504,DE,1,36,169,1,Inactive
311525,IN,1,120,54,1,Inactive
311532,US,1,30,0,1,Inactive
311539,US,2,102,0,2,Inactive
311581,US,1,156,0,1,Inactive
311588,US,1,144,155,1,Inactive
311602,US,1,144,83,1,Inactive
311623,US,1,132,0,1,Inactive
311644,AR,1,72,1,1,Inactive
311686,US,2,1428,63,2,Inactive
311714,CA,1,78,3,1,Inactive
311721,JP,4,852,392,4,Active
311728,CN,1,90,23,1,Inactive
311742,GB,1,72,2,1,Inactive
311749,US,1,417.6,237,1,Active
311763,DO,1,556.8,176,1,Inactive
311777,DE,1,777.6,90,1,Inactive
311819,CA,1,72,25,1,Inactive
311875,GB,1,120,29,1,Inactive
311882,US,1,72,172,1,Inactive
311889,BR,3,289.2,39,3,Inactive
311910,RO,1,30,36,1,Inactive
311917,JP,2,660,123,2,Inactive
311973,MY,1,30,64,1,Inactive
312001,JP,1,316.8,145,1,Active
312008,GB,1,120,61,1,Inactive
312022,US,2,228,65,2,Inactive
312043,US,1,72,197,1,Inactive
312057,GR,1,156,3,1,Inactive
312064,US,1,96,2,1,Inactive
312085,PE,1,72,56,1,Inactive
312099,US,1,102,0,1,Inactive
312120,VN,1,1680,39,1,Inactive
312141,PH,1,30,178,1,Inactive
312148,US,1,30,0,1,Inactive
312225,BR,1,36,0,1,Inactive
312253,BR,2,156,25,2,Inactive
312295,GB,1,132,12,1,Active
312323,VN,1,417.6,213,1,Inactive
312330,NO,1,84,52,1,Inactive
312344,NG,1,72,1,1,Inactive
312351,US,1,474,75,1,Inactive
312386,GB,2,252,2,2,Inactive
312421,CA,1,72,1,1,Inactive
312435,RS,1,4920,90,1,Active
312463,US,1,135.36,52,1,Inactive
312477,GB,1,504,88,1,Inactive
312519,RU,1,72,7,1,Inactive
312526,US,1,144,161,1,Inactive
312533,PK,1,239.4,182,1,Inactive
312554,IN,1,54,130,1,Active
312568,US,2,793.2,24,2,Inactive
312589,MA,3,372,546,3,Inactive
312610,US,1,72,73,1,Active
312624,JP,1,102,0,1,Active
312631,JP,2,1248,108,2,Inactive
312652,RS,1,3120,89,1,Inactive
312659,US,1,72,25,1,Inactive
312736,GB,1,50.4,0,1,Inactive
312743,US,2,204,1,2,Inactive
312764,BR,1,84,184,1,Inactive
312785,JP,1,102,0,1,Inactive
312834,US,1,132,9,1,Inactive
312855,US,1,115.2,8,1,Inactive
312869,US,1,72,0,1,Active
312904,JP,2,132,89,2,Inactive
312911,US,4,588,474,4,Active
312925,CN,1,132,27,1,Active
312939,AU,1,72,3,1,Inactive
312946,ES,1,132,3,1,Inactive
312981,BR,2,103.2,225,2,Inactive
312988,BR,1,234,86,1,Inactive
313009,PL,1,417.6,25,1,Active
313016,BR,1,84,0,1,Inactive
313058,BR,1,84,3,1,Inactive
313065,US,1,96,30,1,Inactive
313093,GB,1,120,26,1,Inactive
313100,US,1,86.4,33,1,Inactive
313121,BR,1,36,1,1,Inactive
31315,GB,1,72,1065,1,Inactive
313163,RO,1,132,26,1,Inactive
313170,US,1,72,116,1,Inactive
313226,AF,1,168,24,1,Inactive
313282,US,1,90,18,1,Inactive
31329,PK,1,132,994,1,Inactive
313324,BR,1,72,42,1,Active
313338,US,1,132,2,1,Inactive
313345,BR,1,156,93,1,Inactive
313359,US,1,96,115,1,Inactive
313366,CN,1,30,184,1,Inactive
313380,US,1,72,20,1,Inactive
313401,ZW,1,72,3,1,Inactive
313408,AU,3,768,514,3,Inactive
313415,JP,1,30,3,1,Inactive
313450,BG,1,3638.88,169,1,Inactive
313471,BR,1,84,142,1,Inactive
313478,US,2,102,28,2,Inactive
313492,US,1,30,34,1,Inactive
313513,US,1,72,62,1,Inactive
313541,BR,1,72,1,1,Inactive
313555,US,1,132,0,1,Inactive
313569,CA,4,534,11,4,Inactive
313590,PL,1,132,0,1,Inactive
313597,US,1,78,139,1,Inactive
313604,US,1,72,0,1,Inactive
313625,US,2,270,62,2,Inactive
31364,US,2,547.2,2037,2,Inactive
313674,VN,1,72,35,1,Inactive
313730,ID,1,72,3,1,Inactive
313751,BR,1,84,26,1,Inactive
313765,ES,1,132,4,1,Inactive
313779,IT,1,144,24,1,Inactive
313800,US,1,72,31,1,Inactive
313877,US,2,624,274,2,Active
313884,US,1,72,1,1,Inactive
313912,ID,1,72,2,1,Inactive
313919,BR,2,312,2,2,Inactive
313940,SE,1,156,1,1,Inactive
313954,ES,2,282,4,2,Inactive
313961,GB,1,90,29,1,Inactive
313989,US,1,162,52,1,Inactive
314017,BR,1,84,32,1,Inactive
314108,US,1,96,32,1,Inactive
314143,IT,1,115.2,148,1,Inactive
314178,RU,1,156,2,1,Inactive
314206,US,1,1083,24,1,Inactive
314241,VN,1,84,117,1,Active
314283,VN,1,72,0,1,Inactive
314311,ES,1,120,1,1,Inactive
314367,AF,3,300,423,2,Inactive
314388,US,1,144,184,1,Inactive
314402,CA,1,78,3,1,Inactive
314486,RO,1,132,27,1,Inactive
314500,JP,1,72,119,1,Active
314528,UA,1,132,0,1,Inactive
314584,LV,1,132,1,1,Inactive
314591,US,3,480,321,2,Inactive
314598,MA,1,120,2,1,Inactive
314612,CA,2,288,116,2,Active
314619,JP,1,67.68,113,1,Inactive
314675,US,1,72,2,1,Inactive
314682,MK,1,132,11,1,Inactive
314710,US,1,30,31,1,Inactive
314738,JP,1,72,74,1,Inactive
314745,CA,1,72,91,1,Inactive
314759,BR,1,156,57,1,Inactive
31476,DE,2,984,2246,2,Inactive
314766,AF,1,72,0,1,Inactive
314780,US,1,72,42,1,Inactive
314801,MY,1,72,52,1,Inactive
314808,BR,1,312,153,1,Inactive
314836,US,1,72,3,1,Inactive
314850,TT,1,144,187,1,Inactive
314864,VN,1,192,33,1,Active
314892,NL,1,144,27,1,Inactive
314920,DE,1,84,1,1,Inactive
314941,JP,2,174,220,2,Active
314990,BR,1,84,148,1,Inactive
314997,US,1,793.44,182,1,Inactive
315025,US,1,132,1,1,Inactive
315032,GB,1,120,1,1,Inactive
315046,US,1,72,1,1,Inactive
315074,CA,1,78,2,1,Inactive
315095,US,1,216,31,1,Inactive
315102,US,2,168,87,2,Active
31511,US,1,72,888,1,Inactive
315116,US,1,72,26,1,Inactive
315179,US,1,72,31,1,Active
315186,HR,1,28.6,89,1,Inactive
315207,US,1,72,26,1,Inactive
315228,US,1,1248,63,1,Inactive
315284,JP,1,102,158,1,Inactive
315326,BR,1,84,66,1,Inactive
315340,SG,1,30,58,1,Inactive
315347,US,1,132,2,1,Inactive
315368,NL,1,624,2,1,Active
315417,VN,1,72,93,1,Inactive
315424,CA,1,132,29,1,Inactive
315473,US,1,72,31,1,Inactive
315501,US,1,72,149,1,Inactive
315508,BR,1,156,0,1,Inactive
315522,US,1,132,1,1,Inactive
315543,US,1,72,34,1,Inactive
315578,NL,1,156,1,1,Inactive
315592,IL,1,96,0,1,Inactive
315690,NL,1,132,33,1,Inactive
315697,PL,1,84,29,1,Inactive
315732,US,1,72,176,1,Inactive
315760,GB,1,240,24,1,Inactive
315767,US,1,72,11,1,Inactive
315781,US,1,72,152,1,Inactive
315830,EG,1,72,33,1,Inactive
315837,NL,1,84,123,1,Inactive
315851,CA,1,78,122,1,Inactive
315858,DE,1,36,0,1,Inactive
315872,AE,1,132,1,1,Inactive
315900,US,1,72,193,1,Inactive
315935,US,1,6224.4,29,1,Inactive
315991,US,1,72,26,1,Inactive
316012,AE,1,72,1,1,Inactive
316075,US,1,948,31,1,Inactive
316103,UM,1,72,3,1,Inactive
316110,GB,1,120,4,1,Inactive
316117,MX,1,72,1,1,Inactive
316138,US,1,132,102,1,Inactive
316215,US,1,72,31,1,Inactive
316222,MX,1,72,3,1,Inactive
316229,US,1,132,19,1,Inactive
316243,GB,1,120,27,1,Inactive
316250,US,2,204,8,2,Inactive
316264,AF,1,28.6,176,1,Inactive
316306,KE,1,72,27,1,Inactive
316313,US,1,72,2,1,Inactive
316327,JP,1,78,84,1,Active
316348,BR,1,84,96,1,Inactive
316418,CA,1,78,1,1,Inactive
316502,US,2,672,109,2,Inactive
316516,BR,1,84,141,1,Inactive
316537,SE,1,252,89,1,Inactive
316579,VN,1,132,0,1,Inactive
316593,US,1,30,0,1,Inactive
316642,US,1,72,69,1,Inactive
316649,DE,1,84,70,1,Inactive
316677,US,2,264,94,1,Inactive
316712,PE,1,84,0,1,Inactive
316719,IN,1,72,0,1,Inactive
316726,US,1,72,19,1,Inactive
316768,MA,1,132,27,1,Inactive
316775,CA,1,78,3,1,Inactive
316789,AU,1,198,0,1,Inactive
316803,US,1,28.6,41,1,Inactive
316824,GB,1,72,146,1,Inactive
316859,US,1,132,1,1,Inactive
316873,MK,1,835.2,62,1,Inactive
316887,BR,1,156,67,1,Inactive
316929,CA,2,432,192,2,Active
316943,RU,1,192,0,1,Inactive
316950,EG,1,72,62,1,Inactive
316957,US,1,1200,84,1,Inactive
316978,US,1,72,0,1,Inactive
316985,US,1,171,19,1,Inactive
316999,KR,1,1548,97,1,Inactive
317006,NL,1,72,3,1,Inactive
317083,AF,2,435.6,280,2,Inactive
317118,AU,1,198,1,1,Inactive
317146,US,1,96,0,1,Inactive
317195,US,1,194.4,102,1,Inactive
